STITCH,Gene,No_drug,No_gene
CID000002771,1813,536.0,1351.0
CID000002771,1232,536.0,935.0
CID000002771,1233,536.0,936.0
CID000002771,1133,536.0,873.0
CID000002771,1132,536.0,872.0
CID000002771,1131,536.0,871.0
CID000002771,1238,536.0,941.0
CID000002771,7852,536.0,5746.0
CID000002771,2837,536.0,2006.0
CID000002771,2835,536.0,2005.0
CID000002771,2834,536.0,2004.0
CID000002771,2832,536.0,2002.0
CID000002771,2831,536.0,2001.0
CID000002771,2830,536.0,2000.0
CID000002771,344561,536.0,9643.0
CID000002771,2652,536.0,1873.0
CID000002771,3354,536.0,2420.0
CID000002771,5737,536.0,4167.0
CID000002771,1241,536.0,943.0
CID000002771,8811,536.0,6343.0
CID000002771,3351,536.0,2418.0
CID000002771,83550,536.0,9765.0
CID000002771,83551,536.0,9766.0
CID000002771,623,536.0,469.0
CID000002771,2861,536.0,2025.0
CID000002771,64106,536.0,17738.0
CID000002771,3352,536.0,2419.0
CID000002771,339403,536.0,8465.0
CID000002771,153,536.0,109.0
CID000002771,3757,536.0,2705.0
CID000002771,6536,536.0,4766.0
CID000002771,3269,536.0,2361.0
CID000002771,6534,536.0,4764.0
CID000002771,6535,536.0,4765.0
CID000002771,6532,536.0,4762.0
CID000002771,6533,536.0,4763.0
CID000002771,6530,536.0,4760.0
CID000002771,6531,536.0,4761.0
CID000002771,155,536.0,111.0
CID000002771,9038,536.0,6507.0
CID000002771,134864,536.0,2738.0
CID000002771,6538,536.0,4767.0
CID000002771,6539,536.0,4768.0
CID000002771,554,536.0,428.0
CID000002771,4829,536.0,3451.0
CID000002771,5540,536.0,4005.0
CID000002771,3361,536.0,2427.0
CID000002771,3362,536.0,2428.0
CID000002771,3363,536.0,2429.0
CID000002771,186,536.0,134.0
CID000002771,187,536.0,135.0
CID000002771,185,536.0,133.0
CID000002771,2587,536.0,1825.0
CID000002771,9293,536.0,6713.0
CID000002771,5021,536.0,3597.0
CID000002771,57007,536.0,16300.0
CID000002771,4986,536.0,3568.0
CID000002771,56413,536.0,16123.0
CID000002771,10316,536.0,7606.0
CID000002771,340024,536.0,8508.0
CID000002771,6529,536.0,4759.0
CID000002771,8477,536.0,6066.0
CID000002771,4157,536.0,3016.0
CID000002771,84109,536.0,9959.0
CID000002771,2925,536.0,2082.0
CID000002771,5956,536.0,4329.0
CID000002771,6752,536.0,4963.0
CID000002771,6753,536.0,4964.0
CID000002771,350383,536.0,10913.0
CID000002771,6751,536.0,4962.0
CID000002771,6754,536.0,4965.0
CID000002771,6755,536.0,4966.0
CID000002771,2693,536.0,1903.0
CID000002771,11254,536.0,8363.0
CID000002771,151,536.0,107.0
CID000002771,150,536.0,106.0
CID000002771,2862,536.0,2026.0
CID000002771,2863,536.0,2027.0
CID000002771,887,536.0,678.0
CID000002771,886,536.0,677.0
CID000002771,348932,536.0,10700.0
CID000002771,4886,536.0,3502.0
CID000002771,552,536.0,426.0
CID000002771,59340,536.0,16988.0
CID000002771,3062,536.0,2193.0
CID000002771,3061,536.0,2192.0
CID000002771,152,536.0,108.0
CID000002771,27201,536.0,12801.0
CID000002771,4923,536.0,3531.0
CID000002771,1816,536.0,1354.0
CID000002771,5729,536.0,4161.0
CID000002771,4161,536.0,3020.0
CID000002771,4160,536.0,3019.0
CID000002771,11245,536.0,8355.0
CID000002771,7201,536.0,5321.0
CID000002771,139760,536.0,6242.0
CID000002771,146,536.0,103.0
CID000002771,147,536.0,104.0
CID000002771,134391,536.0,2400.0
CID000002771,140,536.0,99.0
CID000002771,51289,536.0,14461.0
CID000002771,611,536.0,465.0
CID000002771,148,536.0,105.0
CID000002771,3355,536.0,2421.0
CID000002771,5734,536.0,4166.0
CID000002771,3357,536.0,2423.0
CID000002771,3356,536.0,2422.0
CID000002771,5731,536.0,4163.0
CID000002771,3350,536.0,2417.0
CID000002771,5733,536.0,4165.0
CID000002771,5732,536.0,4164.0
CID000002771,5739,536.0,4169.0
CID000002771,3358,536.0,2424.0
CID000002771,23620,536.0,11654.0
CID000002771,5995,536.0,4359.0
CID000002771,6915,536.0,5101.0
CID000002771,1812,536.0,1350.0
CID000002771,6540,536.0,4769.0
CID000002771,4158,536.0,3017.0
CID000002771,4159,536.0,3018.0
CID000002771,11250,536.0,8359.0
CID000002771,1814,536.0,1352.0
CID000002771,8484,536.0,6072.0
CID000002771,81491,536.0,9483.0
CID000002771,680,536.0,518.0
CID000002771,11255,536.0,8364.0
CID000002141,1814,311.0,1352.0
CID000003325,3274,561.0,2365.0
CID000003869,1269,283.0,958.0
CID000003869,124274,283.0,16901.0
CID000003869,2849,283.0,2017.0
CID000003869,2847,283.0,2015.0
CID000003869,2844,283.0,2012.0
CID000003869,2845,283.0,2013.0
CID000003869,2842,283.0,2010.0
CID000003869,54112,283.0,14956.0
CID000003869,136,283.0,97.0
CID000003869,135,283.0,98.0
CID000003869,134,283.0,95.0
CID000003869,10692,283.0,7915.0
CID000003869,9287,283.0,6710.0
CID000003869,9283,283.0,6708.0
CID000003869,4985,283.0,3567.0
CID000003869,4987,283.0,3571.0
CID000003869,10663,283.0,7893.0
CID000003869,4988,283.0,3570.0
CID000003869,27201,283.0,12801.0
CID000003869,4889,283.0,3504.0
CID000003869,221391,283.0,11917.0
CID000003869,2850,283.0,2018.0
CID000003869,84539,283.0,10181.0
CID000003869,84634,283.0,10220.0
CID000003869,4887,283.0,3503.0
CID000003869,54329,283.0,14986.0
CID000003869,54328,283.0,14985.0
CID000003869,10886,283.0,8050.0
CID000003869,10887,283.0,8051.0
CID000003869,729230,283.0,5950.0
CID000003869,23566,283.0,11609.0
CID000003869,10888,283.0,8052.0
CID000003869,9170,283.0,6622.0
CID000003869,6010,283.0,4374.0
CID000003869,56923,283.0,16239.0
CID000003869,2798,283.0,1973.0
CID000003869,128674,283.0,17551.0
CID000003869,10803,283.0,7993.0
CID000003869,319100,283.0,16266.0
CID000003869,23596,283.0,11633.0
CID000003869,94233,283.0,13038.0
CID000003869,3274,283.0,2365.0
CID000003869,285601,283.0,11507.0
CID000003869,2827,283.0,1997.0
CID000003869,53831,283.0,14902.0
CID000003869,1902,283.0,1415.0
CID000003869,338557,283.0,8041.0
CID000003869,1234,283.0,937.0
CID000003869,1230,283.0,933.0
CID000003869,1813,283.0,1351.0
CID000003869,1232,283.0,935.0
CID000003869,1233,283.0,936.0
CID000003869,1238,283.0,941.0
CID000003869,2837,283.0,2006.0
CID000003869,2835,283.0,2005.0
CID000003869,2834,283.0,2004.0
CID000003869,2832,283.0,2002.0
CID000003869,2831,283.0,2001.0
CID000003869,2830,283.0,2000.0
CID000003869,344561,283.0,9643.0
CID000003869,2652,283.0,1873.0
CID000003869,3354,283.0,2420.0
CID000003869,5737,283.0,4167.0
CID000003869,1241,283.0,943.0
CID000003869,8811,283.0,6343.0
CID000003869,3351,283.0,2418.0
CID000003869,83550,283.0,9765.0
CID000003869,3350,283.0,2417.0
CID000003869,623,283.0,469.0
CID000003869,2861,283.0,2025.0
CID000003869,64106,283.0,17738.0
CID000003869,3352,283.0,2419.0
CID000003869,339403,283.0,8465.0
CID000003869,153,283.0,109.0
CID000003869,7852,283.0,5746.0
CID000003869,83873,283.0,9862.0
CID000003869,152,283.0,108.0
CID000003869,6531,283.0,4761.0
CID000003869,155,283.0,111.0
CID000003869,9038,283.0,6507.0
CID000003869,134864,283.0,2738.0
CID000003869,64582,283.0,17880.0
CID000003869,4829,283.0,3451.0
CID000003869,5540,283.0,4005.0
CID000003869,3361,283.0,2427.0
CID000003869,3362,283.0,2428.0
CID000003869,3363,283.0,2429.0
CID000003869,186,283.0,134.0
CID000003869,187,283.0,135.0
CID000003869,185,283.0,133.0
CID000003869,2587,283.0,1825.0
CID000003869,9293,283.0,6713.0
CID000003869,5021,283.0,3597.0
CID000003869,57007,283.0,16300.0
CID000003869,4986,283.0,3568.0
CID000003869,118442,283.0,14830.0
CID000003869,8477,283.0,6066.0
CID000003869,4157,283.0,3016.0
CID000003869,84109,283.0,9959.0
CID000003869,2925,283.0,2082.0
CID000003869,5956,283.0,4329.0
CID000003869,6752,283.0,4963.0
CID000003869,6753,283.0,4964.0
CID000003869,350383,283.0,10913.0
CID000003869,6751,283.0,4962.0
CID000003869,6754,283.0,4965.0
CID000003869,6755,283.0,4966.0
CID000003869,2693,283.0,1903.0
CID000003869,151,283.0,107.0
CID000003869,150,283.0,106.0
CID000003869,2862,283.0,2026.0
CID000003869,2863,283.0,2027.0
CID000003869,887,283.0,678.0
CID000003869,886,283.0,677.0
CID000003869,554,283.0,428.0
CID000003869,4886,283.0,3502.0
CID000003869,552,283.0,426.0
CID000003869,59340,283.0,16988.0
CID000003869,3062,283.0,2193.0
CID000003869,3061,283.0,2192.0
CID000003869,4923,283.0,3531.0
CID000003869,1816,283.0,1354.0
CID000003869,5729,283.0,4161.0
CID000003869,4161,283.0,3020.0
CID000003869,4160,283.0,3019.0
CID000003869,11245,283.0,8355.0
CID000003869,7201,283.0,5321.0
CID000003869,139760,283.0,6242.0
CID000003869,1565,283.0,1173.0
CID000003869,146,283.0,103.0
CID000003869,147,283.0,104.0
CID000003869,134391,283.0,2400.0
CID000003869,140,283.0,99.0
CID000003869,51289,283.0,14461.0
CID000003869,611,283.0,465.0
CID000003869,148,283.0,105.0
CID000003869,3355,283.0,2421.0
CID000003869,5734,283.0,4166.0
CID000003869,3357,283.0,2423.0
CID000003869,3356,283.0,2422.0
CID000003869,5731,283.0,4163.0
CID000003869,10316,283.0,7606.0
CID000003869,5733,283.0,4165.0
CID000003869,5732,283.0,4164.0
CID000003869,5739,283.0,4169.0
CID000003869,3358,283.0,2424.0
CID000003869,23620,283.0,11654.0
CID000003869,5995,283.0,4359.0
CID000003869,56413,283.0,16123.0
CID000003869,1812,283.0,1350.0
CID000003869,6915,283.0,5101.0
CID000003869,4158,283.0,3017.0
CID000003869,4159,283.0,3018.0
CID000003869,11250,283.0,8359.0
CID000003869,1814,283.0,1352.0
CID000003869,8484,283.0,6072.0
CID000003869,81491,283.0,9483.0
CID000003869,83551,283.0,9766.0
CID000003869,680,283.0,518.0
CID000003869,11255,283.0,8364.0
CID000005530,4129,169.0,2990.0
CID000005530,4128,169.0,2989.0
CID000005530,1557,169.0,1169.0
CID000005530,3350,169.0,2417.0
CID000005530,6531,169.0,4761.0
CID000005530,3358,169.0,2424.0
CID000004740,1117,378.0,860.0
CID000004740,27159,378.0,12774.0
CID000004740,5016,378.0,3592.0
CID000004740,1116,378.0,859.0
CID000003661,1128,432.0,868.0
CID000003661,1129,432.0,869.0
CID000003661,1133,432.0,873.0
CID000003661,1132,432.0,872.0
CID000003661,1131,432.0,871.0
CID000003661,3356,432.0,2422.0
CID000003661,3269,432.0,2361.0
CID000002477,1269,428.0,958.0
CID000002477,124274,428.0,16901.0
CID000002477,2849,428.0,2017.0
CID000002477,2847,428.0,2015.0
CID000002477,2844,428.0,2012.0
CID000002477,2845,428.0,2013.0
CID000002477,2842,428.0,2010.0
CID000002477,54112,428.0,14956.0
CID000002477,136,428.0,97.0
CID000002477,135,428.0,98.0
CID000002477,134,428.0,95.0
CID000002477,10692,428.0,7915.0
CID000002477,9287,428.0,6710.0
CID000002477,9283,428.0,6708.0
CID000002477,4985,428.0,3567.0
CID000002477,4987,428.0,3571.0
CID000002477,10663,428.0,7893.0
CID000002477,4988,428.0,3570.0
CID000002477,27201,428.0,12801.0
CID000002477,4889,428.0,3504.0
CID000002477,221391,428.0,11917.0
CID000002477,2850,428.0,2018.0
CID000002477,84539,428.0,10181.0
CID000002477,84634,428.0,10220.0
CID000002477,4887,428.0,3503.0
CID000002477,54329,428.0,14986.0
CID000002477,54328,428.0,14985.0
CID000002477,10886,428.0,8050.0
CID000002477,10887,428.0,8051.0
CID000002477,729230,428.0,5950.0
CID000002477,23566,428.0,11609.0
CID000002477,10888,428.0,8052.0
CID000002477,9170,428.0,6622.0
CID000002477,6010,428.0,4374.0
CID000002477,56923,428.0,16239.0
CID000002477,2798,428.0,1973.0
CID000002477,128674,428.0,17551.0
CID000002477,10803,428.0,7993.0
CID000002477,55244,428.0,15540.0
CID000002477,319100,428.0,16266.0
CID000002477,23596,428.0,11633.0
CID000002477,94233,428.0,13038.0
CID000002477,3274,428.0,2365.0
CID000002477,285601,428.0,11507.0
CID000002477,2827,428.0,1997.0
CID000002477,53831,428.0,14902.0
CID000002477,1902,428.0,1415.0
CID000002477,338557,428.0,8041.0
CID000002477,1234,428.0,937.0
CID000002477,1230,428.0,933.0
CID000002477,1813,428.0,1351.0
CID000002477,1232,428.0,935.0
CID000002477,1233,428.0,936.0
CID000002477,1238,428.0,941.0
CID000002477,2837,428.0,2006.0
CID000002477,2835,428.0,2005.0
CID000002477,2834,428.0,2004.0
CID000002477,2832,428.0,2002.0
CID000002477,2831,428.0,2001.0
CID000002477,2830,428.0,2000.0
CID000002477,344561,428.0,9643.0
CID000002477,2652,428.0,1873.0
CID000002477,3354,428.0,2420.0
CID000002477,5737,428.0,4167.0
CID000002477,1241,428.0,943.0
CID000002477,8811,428.0,6343.0
CID000002477,3351,428.0,2418.0
CID000002477,83550,428.0,9765.0
CID000002477,3350,428.0,2417.0
CID000002477,623,428.0,469.0
CID000002477,2861,428.0,2025.0
CID000002477,64106,428.0,17738.0
CID000002477,3352,428.0,2419.0
CID000002477,339403,428.0,8465.0
CID000002477,153,428.0,109.0
CID000002477,7852,428.0,5746.0
CID000002477,83873,428.0,9862.0
CID000002477,152,428.0,108.0
CID000002477,155,428.0,111.0
CID000002477,9038,428.0,6507.0
CID000002477,134864,428.0,2738.0
CID000002477,64582,428.0,17880.0
CID000002477,4829,428.0,3451.0
CID000002477,5540,428.0,4005.0
CID000002477,3361,428.0,2427.0
CID000002477,3362,428.0,2428.0
CID000002477,3363,428.0,2429.0
CID000002477,186,428.0,134.0
CID000002477,187,428.0,135.0
CID000002477,185,428.0,133.0
CID000002477,2587,428.0,1825.0
CID000002477,9293,428.0,6713.0
CID000002477,5021,428.0,3597.0
CID000002477,57007,428.0,16300.0
CID000002477,4986,428.0,3568.0
CID000002477,118442,428.0,14830.0
CID000002477,8477,428.0,6066.0
CID000002477,4157,428.0,3016.0
CID000002477,84109,428.0,9959.0
CID000002477,2925,428.0,2082.0
CID000002477,5956,428.0,4329.0
CID000002477,6752,428.0,4963.0
CID000002477,6753,428.0,4964.0
CID000002477,350383,428.0,10913.0
CID000002477,6751,428.0,4962.0
CID000002477,6754,428.0,4965.0
CID000002477,6755,428.0,4966.0
CID000002477,2693,428.0,1903.0
CID000002477,151,428.0,107.0
CID000002477,150,428.0,106.0
CID000002477,2862,428.0,2026.0
CID000002477,2863,428.0,2027.0
CID000002477,887,428.0,678.0
CID000002477,886,428.0,677.0
CID000002477,554,428.0,428.0
CID000002477,4886,428.0,3502.0
CID000002477,552,428.0,426.0
CID000002477,59340,428.0,16988.0
CID000002477,3062,428.0,2193.0
CID000002477,3061,428.0,2192.0
CID000002477,4923,428.0,3531.0
CID000002477,1816,428.0,1354.0
CID000002477,5729,428.0,4161.0
CID000002477,4161,428.0,3020.0
CID000002477,4160,428.0,3019.0
CID000002477,11245,428.0,8355.0
CID000002477,7201,428.0,5321.0
CID000002477,139760,428.0,6242.0
CID000002477,146,428.0,103.0
CID000002477,147,428.0,104.0
CID000002477,134391,428.0,2400.0
CID000002477,140,428.0,99.0
CID000002477,51289,428.0,14461.0
CID000002477,611,428.0,465.0
CID000002477,148,428.0,105.0
CID000002477,3355,428.0,2421.0
CID000002477,5734,428.0,4166.0
CID000002477,3357,428.0,2423.0
CID000002477,3356,428.0,2422.0
CID000002477,5731,428.0,4163.0
CID000002477,10316,428.0,7606.0
CID000002477,5733,428.0,4165.0
CID000002477,5732,428.0,4164.0
CID000002477,5739,428.0,4169.0
CID000002477,3358,428.0,2424.0
CID000002477,23620,428.0,11654.0
CID000002477,5995,428.0,4359.0
CID000002477,56413,428.0,16123.0
CID000002477,1812,428.0,1350.0
CID000002477,6915,428.0,5101.0
CID000002477,4158,428.0,3017.0
CID000002477,4159,428.0,3018.0
CID000002477,11250,428.0,8359.0
CID000002477,1814,428.0,1352.0
CID000002477,8484,428.0,6072.0
CID000002477,81491,428.0,9483.0
CID000002477,83551,428.0,9766.0
CID000002477,680,428.0,518.0
CID000002477,11255,428.0,8364.0
CID000110634,8654,481.0,6211.0
CID000110634,50940,481.0,14224.0
CID000110634,10846,481.0,8016.0
CID000110634,5138,481.0,3685.0
CID000004236,6530,188.0,4760.0
CID000004236,6531,188.0,4761.0
CID000005717,55244,571.0,15540.0
CID000005717,56413,571.0,16123.0
CID000005717,1432,571.0,1076.0
CID000005717,5594,571.0,4051.0
CID000005717,140,571.0,99.0
CID000005717,1559,571.0,1171.0
CID000005717,1241,571.0,943.0
CID000005717,57105,571.0,16346.0
CID000005717,10800,571.0,7990.0
CID000003440,768,352.0,585.0
CID000003440,771,352.0,588.0
CID000003440,762,352.0,579.0
CID000003440,763,352.0,580.0
CID000003440,759,352.0,576.0
CID000003440,761,352.0,578.0
CID000003440,766,352.0,583.0
CID000003440,377677,352.0,14081.0
CID000003440,765,352.0,582.0
CID000003440,11238,352.0,8350.0
CID000003440,6906,352.0,5092.0
CID000003440,760,352.0,577.0
CID000003446,586,505.0,447.0
CID000003446,587,505.0,448.0
CID000003446,781,505.0,597.0
CID000003446,57685,505.0,16695.0
CID000003446,9254,505.0,6686.0
CID000003446,93589,505.0,12970.0
CID000003446,55799,505.0,15905.0
CID000003878,6326,597.0,4582.0
CID000077993,3352,410.0,2419.0
CID000003749,1269,26.0,958.0
CID000003749,124274,26.0,16901.0
CID000003749,2849,26.0,2017.0
CID000003749,2847,26.0,2015.0
CID000003749,2844,26.0,2012.0
CID000003749,2845,26.0,2013.0
CID000003749,2842,26.0,2010.0
CID000003749,54112,26.0,14956.0
CID000003749,136,26.0,97.0
CID000003749,135,26.0,98.0
CID000003749,134,26.0,95.0
CID000003749,10692,26.0,7915.0
CID000003749,9287,26.0,6710.0
CID000003749,9283,26.0,6708.0
CID000003749,4985,26.0,3567.0
CID000003749,4987,26.0,3571.0
CID000003749,10663,26.0,7893.0
CID000003749,4988,26.0,3570.0
CID000003749,27201,26.0,12801.0
CID000003749,4889,26.0,3504.0
CID000003749,221391,26.0,11917.0
CID000003749,2850,26.0,2018.0
CID000003749,84539,26.0,10181.0
CID000003749,84634,26.0,10220.0
CID000003749,4887,26.0,3503.0
CID000003749,54329,26.0,14986.0
CID000003749,54328,26.0,14985.0
CID000003749,10886,26.0,8050.0
CID000003749,10887,26.0,8051.0
CID000003749,729230,26.0,5950.0
CID000003749,23566,26.0,11609.0
CID000003749,10888,26.0,8052.0
CID000003749,9170,26.0,6622.0
CID000003749,6010,26.0,4374.0
CID000003749,56923,26.0,16239.0
CID000003749,2798,26.0,1973.0
CID000003749,128674,26.0,17551.0
CID000003749,10803,26.0,7993.0
CID000003749,319100,26.0,16266.0
CID000003749,23596,26.0,11633.0
CID000003749,94233,26.0,13038.0
CID000003749,3274,26.0,2365.0
CID000003749,285601,26.0,11507.0
CID000003749,2827,26.0,1997.0
CID000003749,53831,26.0,14902.0
CID000003749,1902,26.0,1415.0
CID000003749,338557,26.0,8041.0
CID000003749,1234,26.0,937.0
CID000003749,1230,26.0,933.0
CID000003749,1813,26.0,1351.0
CID000003749,1232,26.0,935.0
CID000003749,1233,26.0,936.0
CID000003749,1238,26.0,941.0
CID000003749,2837,26.0,2006.0
CID000003749,2835,26.0,2005.0
CID000003749,2834,26.0,2004.0
CID000003749,2832,26.0,2002.0
CID000003749,2831,26.0,2001.0
CID000003749,2830,26.0,2000.0
CID000003749,344561,26.0,9643.0
CID000003749,2652,26.0,1873.0
CID000003749,3354,26.0,2420.0
CID000003749,5737,26.0,4167.0
CID000003749,1241,26.0,943.0
CID000003749,8811,26.0,6343.0
CID000003749,3351,26.0,2418.0
CID000003749,83550,26.0,9765.0
CID000003749,3350,26.0,2417.0
CID000003749,623,26.0,469.0
CID000003749,2861,26.0,2025.0
CID000003749,64106,26.0,17738.0
CID000003749,3352,26.0,2419.0
CID000003749,339403,26.0,8465.0
CID000003749,153,26.0,109.0
CID000003749,7852,26.0,5746.0
CID000003749,83873,26.0,9862.0
CID000003749,152,26.0,108.0
CID000003749,155,26.0,111.0
CID000003749,9038,26.0,6507.0
CID000003749,134864,26.0,2738.0
CID000003749,64582,26.0,17880.0
CID000003749,4829,26.0,3451.0
CID000003749,5540,26.0,4005.0
CID000003749,3361,26.0,2427.0
CID000003749,3362,26.0,2428.0
CID000003749,3363,26.0,2429.0
CID000003749,186,26.0,134.0
CID000003749,187,26.0,135.0
CID000003749,185,26.0,133.0
CID000003749,2587,26.0,1825.0
CID000003749,9293,26.0,6713.0
CID000003749,5021,26.0,3597.0
CID000003749,57007,26.0,16300.0
CID000003749,4986,26.0,3568.0
CID000003749,118442,26.0,14830.0
CID000003749,8477,26.0,6066.0
CID000003749,4157,26.0,3016.0
CID000003749,84109,26.0,9959.0
CID000003749,2925,26.0,2082.0
CID000003749,5956,26.0,4329.0
CID000003749,6752,26.0,4963.0
CID000003749,6753,26.0,4964.0
CID000003749,350383,26.0,10913.0
CID000003749,6751,26.0,4962.0
CID000003749,6754,26.0,4965.0
CID000003749,6755,26.0,4966.0
CID000003749,2693,26.0,1903.0
CID000003749,151,26.0,107.0
CID000003749,150,26.0,106.0
CID000003749,2862,26.0,2026.0
CID000003749,2863,26.0,2027.0
CID000003749,887,26.0,678.0
CID000003749,886,26.0,677.0
CID000003749,554,26.0,428.0
CID000003749,4886,26.0,3502.0
CID000003749,552,26.0,426.0
CID000003749,59340,26.0,16988.0
CID000003749,3062,26.0,2193.0
CID000003749,3061,26.0,2192.0
CID000003749,4923,26.0,3531.0
CID000003749,1816,26.0,1354.0
CID000003749,5729,26.0,4161.0
CID000003749,4161,26.0,3020.0
CID000003749,4160,26.0,3019.0
CID000003749,11245,26.0,8355.0
CID000003749,7201,26.0,5321.0
CID000003749,139760,26.0,6242.0
CID000003749,146,26.0,103.0
CID000003749,147,26.0,104.0
CID000003749,134391,26.0,2400.0
CID000003749,140,26.0,99.0
CID000003749,51289,26.0,14461.0
CID000003749,611,26.0,465.0
CID000003749,148,26.0,105.0
CID000003749,3355,26.0,2421.0
CID000003749,5734,26.0,4166.0
CID000003749,3357,26.0,2423.0
CID000003749,3356,26.0,2422.0
CID000003749,5731,26.0,4163.0
CID000003749,10316,26.0,7606.0
CID000003749,5733,26.0,4165.0
CID000003749,5732,26.0,4164.0
CID000003749,5739,26.0,4169.0
CID000003749,3358,26.0,2424.0
CID000003749,23620,26.0,11654.0
CID000003749,5995,26.0,4359.0
CID000003749,56413,26.0,16123.0
CID000003749,1812,26.0,1350.0
CID000003749,6915,26.0,5101.0
CID000003749,4158,26.0,3017.0
CID000003749,4159,26.0,3018.0
CID000003749,11250,26.0,8359.0
CID000003749,1814,26.0,1352.0
CID000003749,8484,26.0,6072.0
CID000003749,81491,26.0,9483.0
CID000003749,83551,26.0,9766.0
CID000003749,680,26.0,518.0
CID000003749,11255,26.0,8364.0
CID000003463,1559,274.0,1171.0
CID000003463,28234,274.0,12991.0
CID000003463,10599,274.0,7835.0
CID000003463,2168,274.0,1600.0
CID000003463,1558,274.0,1170.0
CID000003675,4129,213.0,2990.0
CID000003675,4128,213.0,2989.0
CID000003675,1557,213.0,1169.0
CID000003675,8639,213.0,6196.0
CID000003675,1558,213.0,1170.0
CID000003675,1576,213.0,1177.0
CID000003675,221656,213.0,11969.0
CID000003675,6531,213.0,4761.0
CID000003675,1565,213.0,1173.0
CID000003672,240,500.0,170.0
CID000003672,5743,500.0,4173.0
CID000003672,5742,500.0,4172.0
CID000003672,4025,500.0,2903.0
CID000003672,10864,500.0,8028.0
CID000003672,7173,500.0,5303.0
CID000003672,137902,500.0,5023.0
CID000003672,4353,500.0,3160.0
CID000003672,8288,500.0,5912.0
CID000003672,7837,500.0,5738.0
CID000004913,590,483.0,450.0
CID000004913,6581,483.0,4806.0
CID000004913,22829,483.0,10947.0
CID000004913,57555,483.0,16590.0
CID000004913,1129,483.0,869.0
CID000004913,23491,483.0,11536.0
CID000004913,221223,483.0,11892.0
CID000004913,1066,483.0,829.0
CID000004913,1056,483.0,823.0
CID000004913,57502,483.0,16544.0
CID000004913,22871,483.0,10984.0
CID000004913,8824,483.0,6359.0
CID000004913,283848,483.0,10762.0
CID000004913,6582,483.0,4808.0
CID000004913,54413,483.0,14998.0
CID000004911,1244,221.0,944.0
CID000004911,55867,221.0,15962.0
CID000004911,9376,221.0,6778.0
CID000004917,1269,485.0,958.0
CID000004917,124274,485.0,16901.0
CID000004917,2849,485.0,2017.0
CID000004917,2847,485.0,2015.0
CID000004917,2844,485.0,2012.0
CID000004917,2845,485.0,2013.0
CID000004917,2842,485.0,2010.0
CID000004917,54112,485.0,14956.0
CID000004917,136,485.0,97.0
CID000004917,135,485.0,98.0
CID000004917,134,485.0,95.0
CID000004917,10692,485.0,7915.0
CID000004917,1544,485.0,1161.0
CID000004917,2652,485.0,1873.0
CID000004917,9287,485.0,6710.0
CID000004917,9283,485.0,6708.0
CID000004917,4985,485.0,3567.0
CID000004917,4987,485.0,3571.0
CID000004917,10663,485.0,7893.0
CID000004917,4988,485.0,3570.0
CID000004917,27201,485.0,12801.0
CID000004917,4889,485.0,3504.0
CID000004917,221391,485.0,11917.0
CID000004917,2850,485.0,2018.0
CID000004917,84539,485.0,10181.0
CID000004917,84634,485.0,10220.0
CID000004917,4887,485.0,3503.0
CID000004917,54329,485.0,14986.0
CID000004917,54328,485.0,14985.0
CID000004917,10886,485.0,8050.0
CID000004917,10887,485.0,8051.0
CID000004917,729230,485.0,5950.0
CID000004917,23566,485.0,11609.0
CID000004917,10888,485.0,8052.0
CID000004917,9170,485.0,6622.0
CID000004917,6010,485.0,4374.0
CID000004917,56923,485.0,16239.0
CID000004917,2798,485.0,1973.0
CID000004917,128674,485.0,17551.0
CID000004917,10803,485.0,7993.0
CID000004917,1128,485.0,868.0
CID000004917,1129,485.0,869.0
CID000004917,319100,485.0,16266.0
CID000004917,23596,485.0,11633.0
CID000004917,94233,485.0,13038.0
CID000004917,3274,485.0,2365.0
CID000004917,285601,485.0,11507.0
CID000004917,2827,485.0,1997.0
CID000004917,53831,485.0,14902.0
CID000004917,1902,485.0,1415.0
CID000004917,338557,485.0,8041.0
CID000004917,1234,485.0,937.0
CID000004917,1230,485.0,933.0
CID000004917,1813,485.0,1351.0
CID000004917,1232,485.0,935.0
CID000004917,1233,485.0,936.0
CID000004917,1133,485.0,873.0
CID000004917,1132,485.0,872.0
CID000004917,1131,485.0,871.0
CID000004917,1238,485.0,941.0
CID000004917,2837,485.0,2006.0
CID000004917,2835,485.0,2005.0
CID000004917,2834,485.0,2004.0
CID000004917,2832,485.0,2002.0
CID000004917,2831,485.0,2001.0
CID000004917,2830,485.0,2000.0
CID000004917,344561,485.0,9643.0
CID000004917,6275,485.0,4538.0
CID000004917,3354,485.0,2420.0
CID000004917,5737,485.0,4167.0
CID000004917,1241,485.0,943.0
CID000004917,8811,485.0,6343.0
CID000004917,3351,485.0,2418.0
CID000004917,83550,485.0,9765.0
CID000004917,3350,485.0,2417.0
CID000004917,623,485.0,469.0
CID000004917,2861,485.0,2025.0
CID000004917,64106,485.0,17738.0
CID000004917,3352,485.0,2419.0
CID000004917,339403,485.0,8465.0
CID000004917,153,485.0,109.0
CID000004917,3757,485.0,2705.0
CID000004917,7852,485.0,5746.0
CID000004917,3269,485.0,2361.0
CID000004917,83873,485.0,9862.0
CID000004917,152,485.0,108.0
CID000004917,6532,485.0,4762.0
CID000004917,6530,485.0,4760.0
CID000004917,6531,485.0,4761.0
CID000004917,155,485.0,111.0
CID000004917,9038,485.0,6507.0
